,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
10328,34065,2017,1,18,8,25.0,25.0,15.0,51.0,700.0,29.0,-5.4625,1030.0,-15.8,0.0,NE,1.9,Nongzhanguan
10329,34066,2017,1,18,9,23.0,34.0,17.0,60.0,700.0,34.0,-4.9,1031.0,-15.6,0.0,NE,3.2,Nongzhanguan
10330,34067,2017,1,18,10,22.0,22.0,7.0,59.0,800.0,36.0,-2.96666666666667,1031.0,-16.1,0.0,NE,2.7,Nongzhanguan
10331,34068,2017,1,18,11,20.0,20.0,7.0,45.0,700.0,37.0,-1.8,1031.75,-16.8,0.0,NE,2.9,Nongzhanguan
10332,34069,2017,1,18,12,20.0,20.0,8.0,41.0,600.0,45.0,-0.75,1030.75,-16.8,0.0,NE,2.1,Nongzhanguan
10333,34070,2017,1,18,13,15.0,15.0,7.0,39.0,500.0,49.0,0.225,1029.75,-16.8,0.0,NE,1.0,Nongzhanguan
10334,34071,2017,1,18,14,3.0,6.0,7.0,36.0,500.0,49.0,0.94,1028.4,-16.6,0.0,NE,0.4,Nongzhanguan
10335,34072,2017,1,18,15,19.0,19.0,3.0,52.0,900.0,34.0,1.63333333333333,1028.0,-15.7,0.0,SW,1.2,Nongzhanguan
10336,34073,2017,1,18,16,48.0,76.0,11.0,2.0,700.0,49.0,1.25,1028.0,-15.4,0.0,SW,1.4,Nongzhanguan
10337,34074,2017,1,18,17,40.0,64.0,11.0,70.0,800.0,18.0,1.0,1027.25,-15.2,0.0,SW,1.8,Nongzhanguan
10338,34075,2017,1,18,18,44.0,68.0,9.0,70.0,800.0,13.0,0.55,1027.0,-14.8,0.0,SW,1.1,Nongzhanguan
10339,34076,2017,1,18,19,44.0,70.0,10.0,68.0,800.0,14.0,0.0,1027.75,-14.8,0.0,SW,0.9,Nongzhanguan
10340,34077,2017,1,18,20,48.0,71.0,10.0,63.0,800.0,17.0,-0.75,1028.0,-14.7,0.0,SW,1.1,Nongzhanguan
10341,34078,2017,1,18,21,51.0,80.0,11.0,69.0,900.0,13.0,-1.575,1028.0,-14.2,0.0,SW,0.7,Nongzhanguan
10342,34079,2017,1,18,22,59.0,99.0,20.0,84.0,1400.0,3.0,-2.55,1027.5,-13.8,0.0,SW,0.9,Nongzhanguan
10343,34080,2017,1,18,23,68.0,87.0,23.0,83.0,1400.0,3.0,-3.55,1027.0,-13.3,0.0,SE,0.7,Nongzhanguan
10344,34081,2017,1,19,0,69.0,94.0,23.0,81.0,1400.0,3.0,-2.9,1026.5,-12.1,0.0,SW,1.2,Nongzhanguan
10345,34082,2017,1,19,1,79.0,107.0,32.0,83.0,2100.0,3.0,-1.925,1025.5,-10.6,0.0,SE,1.5,Nongzhanguan
10346,34083,2017,1,19,2,88.0,123.0,42.0,85.0,2700.0,3.0,-1.7,1025.0,-9.6,0.0,SE,1.0,Nongzhanguan
10347,34084,2017,1,19,3,102.0,142.0,46.0,83.0,3100.0,4.0,-0.225,1022.0,-13.0,0.0,NE,1.6,Nongzhanguan
10348,34085,2017,1,19,4,141.0,166.0,54.0,78.0,2700.0,49.0,-0.225,1022.0,-13.0,0.0,NE,1.6,Nongzhanguan
10349,34086,2017,1,19,5,118.0,145.0,48.0,71.0,2500.0,7.0,-0.225,1022.0,-13.0,0.0,NE,1.6,Nongzhanguan
10350,34087,2017,1,19,6,101.0,137.0,39.0,68.0,2800.0,5.0,-0.225,1022.0,-13.0,0.0,NE,1.6,Nongzhanguan
10351,34088,2017,1,19,7,99.0,131.0,32.0,69.0,2600.0,4.0,-0.225,1022.0,-13.0,0.0,NE,1.6,Nongzhanguan
10352,34089,2017,1,19,8,100.0,129.0,30.0,72.0,2600.0,5.0,-0.225,1022.0,-13.0,0.0,NW,1.1,Nongzhanguan
10353,34090,2017,1,19,9,89.0,108.0,30.0,70.0,200.0,7.0,-2.85,1024.0,-7.9,0.0,NW,3.3,Nongzhanguan
10354,34091,2017,1,19,10,43.0,129.0,21.0,38.0,800.0,31.0,-1.425,1024.0,-10.4,0.0,NW,6.6,Nongzhanguan
10355,34092,2017,1,19,11,13.0,149.0,9.0,17.0,300.0,54.0,-0.825,1025.0,-15.6,0.0,NW,6.8,Nongzhanguan
10356,34093,2017,1,19,12,13.0,137.0,6.0,16.0,200.0,61.0,-0.775,1025.0,-18.3,0.0,NW,6.6,Nongzhanguan
10357,34094,2017,1,19,13,15.0,135.0,5.0,14.0,200.0,67.0,-0.8,1025.75,-19.8,0.0,NW,8.6,Nongzhanguan
10358,34095,2017,1,19,14,13.0,89.0,5.0,14.0,200.0,69.0,-1.26,1025.4,-21.0,0.0,NW,8.3,Nongzhanguan
10359,34096,2017,1,19,15,10.0,74.0,5.0,15.0,200.0,70.0,-1.43333333333333,1026.33333333333,-21.7,0.0,NW,5.9,Nongzhanguan
10360,34097,2017,1,19,16,8.0,99.0,4.0,15.0,200.0,69.0,-1.95,1027.0,-23.0,0.0,NW,5.4,Nongzhanguan
10361,34098,2017,1,19,17,9.0,71.0,4.0,18.0,200.0,67.0,-2.75,1028.0,-24.5,0.0,NW,5.0,Nongzhanguan
10362,34099,2017,1,19,18,14.0,81.0,5.0,19.0,200.0,65.0,-3.975,1029.5,-24.9,0.0,NW,3.7,Nongzhanguan
10363,34100,2017,1,19,19,7.0,57.0,5.0,22.0,200.0,60.0,-4.875,1030.75,-25.2,0.0,NW,5.0,Nongzhanguan
10364,34101,2017,1,19,20,11.0,43.0,7.0,24.0,300.0,57.0,-5.56,1031.6,-25.0,0.0,NW,4.4,Nongzhanguan
10365,34102,2017,1,19,21,9.0,32.0,7.0,20.0,300.0,60.0,-6.0,1032.0,-24.9,0.0,NE,4.5,Nongzhanguan
10366,34103,2017,1,19,22,7.0,22.0,5.0,16.0,300.0,63.0,-6.575,1033.0,-25.0,0.0,NE,2.9,Nongzhanguan
10367,34104,2017,1,19,23,9.0,17.0,6.0,21.0,300.0,59.0,-6.825,1033.0,-24.7,0.0,NW,3.2,Nongzhanguan
10368,34105,2017,1,20,0,6.0,15.0,5.0,18.0,300.0,61.0,-7.05,1032.5,-24.3,0.0,NE,2.9,Nongzhanguan
10369,34106,2017,1,20,1,4.0,16.0,5.0,19.0,300.0,59.0,-7.425,1032.0,-24.0,0.0,NE,1.9,Nongzhanguan
10370,34107,2017,1,20,2,7.0,14.0,5.0,19.0,300.0,59.0,-7.425,1032.0,-23.4,0.0,NW,4.6,Nongzhanguan
10371,34108,2017,1,20,3,5.0,17.0,4.0,19.0,300.0,59.0,-6.775,1031.5,-22.9,0.0,NE,4.3,Nongzhanguan
10372,34109,2017,1,20,4,4.0,10.0,4.0,17.0,300.0,61.0,-6.7,1031.25,-22.3,0.0,NW,3.0,Nongzhanguan
10373,34110,2017,1,20,5,5.0,17.0,4.0,15.0,300.0,63.0,-6.95,1031.25,-22.4,0.0,NW,3.1,Nongzhanguan
10374,34111,2017,1,20,6,3.0,14.0,5.0,18.0,300.0,61.0,-7.075,1031.75,-22.5,0.0,NW,2.0,Nongzhanguan
10375,34112,2017,1,20,7,6.0,19.0,6.0,25.0,400.0,53.0,-7.45,1032.0,-22.3,0.0,NW,1.6,Nongzhanguan
10376,34113,2017,1,20,8,8.0,25.0,8.0,40.0,500.0,70.0,-7.9,1032.4,-21.5,0.0,NE,1.5,Nongzhanguan
10377,34114,2017,1,20,9,8.0,22.0,10.0,49.0,800.0,33.0,-7.0,1033.0,-21.0,0.0,NE,1.8,Nongzhanguan
10378,34115,2017,1,20,10,10.0,10.0,9.0,39.0,600.0,42.0,-5.7,1033.0,-21.3,0.0,NE,2.0,Nongzhanguan
10379,34116,2017,1,20,11,14.0,14.0,8.0,38.0,700.0,45.0,-4.34,1033.0,-20.9,0.0,NE,0.8,Nongzhanguan
10380,34117,2017,1,20,12,8.0,8.0,6.0,30.0,600.0,55.0,-2.93333333333333,1032.0,-20.9,0.0,SW,1.1,Nongzhanguan
10381,34118,2017,1,20,13,14.0,14.0,5.0,27.0,500.0,60.0,-1.975,1030.75,-21.0,0.0,NE,1.2,Nongzhanguan
10382,34119,2017,1,20,14,15.0,15.0,6.0,33.0,500.0,58.0,-1.42,1029.0,-22.0,0.0,SW,2.8,Nongzhanguan
10383,34120,2017,1,20,15,25.0,44.0,10.0,51.0,700.0,45.0,-0.533333333333333,1028.0,-22.0,0.0,SW,3.1,Nongzhanguan
10384,34121,2017,1,20,16,26.0,43.0,10.0,49.0,600.0,46.0,-0.45,1027.5,-22.4,0.0,SW,3.4,Nongzhanguan
10385,34122,2017,1,20,17,29.0,54.0,7.0,37.0,500.0,57.0,-0.95,1027.0,-22.2,0.0,SW,2.7,Nongzhanguan
10386,34123,2017,1,20,18,28.0,52.0,6.0,40.0,500.0,55.0,-2.075,1027.0,-21.7,0.0,SW,2.6,Nongzhanguan
10387,34124,2017,1,20,19,38.0,67.0,8.0,62.0,700.0,33.0,-2.875,1027.0,-21.2,0.0,SW,2.5,Nongzhanguan
10388,34125,2017,1,20,20,48.0,70.0,11.0,70.0,800.0,28.0,-3.825,1027.0,-20.7,0.0,SW,1.5,Nongzhanguan
10389,34126,2017,1,20,21,54.0,73.0,13.0,64.0,800.0,63.0,-4.45,1027.0,-20.6,0.0,SW,1.5,Nongzhanguan
10390,34127,2017,1,20,22,54.0,77.0,18.0,77.0,900.0,18.0,-4.85,1026.75,-20.2,0.0,SW,1.0,Nongzhanguan
10391,34128,2017,1,20,23,69.0,89.0,21.0,89.0,100.0,7.0,-5.775,1025.5,-19.7,0.0,SW,1.1,Nongzhanguan
10392,34129,2017,1,21,0,63.0,79.0,19.0,86.0,100.0,7.0,-6.425,1025.0,-19.6,0.0,SW,1.4,Nongzhanguan
10393,34130,2017,1,21,1,62.0,84.0,18.0,86.0,1100.0,5.0,-6.2,1024.0,-19.4,0.0,SW,2.4,Nongzhanguan
10394,34131,2017,1,21,2,77.0,105.0,28.0,88.0,1300.0,5.0,-6.6,1023.75,-19.1,0.0,SW,0.9,Nongzhanguan
10395,34132,2017,1,21,3,93.0,121.0,54.0,90.0,300.0,8.0,-7.825,1024.0,-18.7,0.0,SW,1.4,Nongzhanguan
10396,34133,2017,1,21,4,105.0,142.0,63.0,90.0,300.0,63.0,-8.85,1023.25,-17.9,0.0,NE,1.6,Nongzhanguan
10397,34134,2017,1,21,5,97.0,118.0,57.0,80.0,2300.0,7.0,-9.1,1023.0,-17.6,0.0,NE,1.2,Nongzhanguan
10398,34135,2017,1,21,6,74.0,74.0,40.0,73.0,1600.0,10.0,-8.225,1023.25,-17.3,0.0,NW,3.1,Nongzhanguan
10399,34136,2017,1,21,7,17.0,37.0,12.0,31.0,500.0,48.0,-2.775,1024.25,-19.6,0.0,NW,1.5,Nongzhanguan
10400,34137,2017,1,21,8,7.0,41.0,8.0,24.0,400.0,56.0,-2.975,1025.25,-20.8,0.0,NW,2.1,Nongzhanguan
10401,34138,2017,1,21,9,6.0,18.0,6.0,22.0,400.0,58.0,-2.725,1026.5,-21.7,0.0,NW,3.8,Nongzhanguan
10402,34139,2017,1,21,10,6.0,6.0,5.0,14.0,300.0,65.0,-2.05,1027.0,-22.2,0.0,NW,4.4,Nongzhanguan
10403,34140,2017,1,21,11,8.0,32.0,5.0,13.0,300.0,67.0,-1.06,1027.0,-22.3,0.0,NW,5.7,Nongzhanguan
10404,34141,2017,1,21,12,5.0,41.0,4.0,12.0,300.0,68.0,-0.633333333333333,1027.0,-23.2,0.0,NW,5.2,Nongzhanguan
10405,34142,2017,1,21,13,10.0,56.0,4.0,13.0,300.0,67.0,-0.5,1026.0,-23.9,0.0,NW,4.9,Nongzhanguan
10406,34143,2017,1,21,14,10.0,58.0,3.0,14.0,200.0,66.0,-0.4,1026.0,-24.0,0.0,NW,5.4,Nongzhanguan
10407,34144,2017,1,21,15,7.0,51.0,3.0,14.0,200.0,67.0,-0.133333333333333,1026.0,-24.3,0.0,NW,4.7,Nongzhanguan
10408,34145,2017,1,21,16,7.0,44.0,3.0,13.0,200.0,66.0,-0.34,1026.8,-24.7,0.0,NW,4.7,Nongzhanguan
10409,34146,2017,1,21,17,8.0,47.0,3.0,17.0,200.0,63.0,-1.15,1028.0,-24.6,0.0,NW,3.8,Nongzhanguan
10410,34147,2017,1,21,18,8.0,42.0,3.0,20.0,200.0,58.0,-1.9,1029.0,-24.2,0.0,NW,3.5,Nongzhanguan
10411,34148,2017,1,21,19,15.0,38.0,5.0,20.0,300.0,56.0,-2.375,1029.75,-24.0,0.0,NE,3.8,Nongzhanguan
10412,34149,2017,1,21,20,8.0,31.0,5.0,17.0,300.0,68.0,-3.275,1031.0,-23.7,0.0,NE,2.2,Nongzhanguan
10413,34150,2017,1,21,21,5.0,24.0,6.0,25.0,400.0,50.0,-4.3,1031.75,-23.2,0.0,NE,1.8,Nongzhanguan
10414,34151,2017,1,21,22,7.0,23.0,5.0,30.0,400.0,46.0,-4.925,1032.0,-23.2,0.0,NE,1.7,Nongzhanguan
10415,34152,2017,1,21,23,8.0,19.0,4.0,24.0,300.0,51.0,-4.975,1032.0,-23.0,0.0,NW,1.2,Nongzhanguan
10416,34153,2017,1,22,0,10.0,15.0,4.0,28.0,300.0,48.0,-6.0,1032.0,-22.2,0.0,NE,1.0,Nongzhanguan
10417,34154,2017,1,22,1,13.0,28.0,14.0,53.0,800.0,24.0,-7.275,1031.5,-21.7,0.0,NE,2.0,Nongzhanguan
10418,34155,2017,1,22,2,14.0,26.0,14.0,50.0,700.0,26.0,-7.3,1031.0,-22.1,0.0,NE,1.6,Nongzhanguan
10419,34156,2017,1,22,3,12.0,21.0,12.0,38.0,600.0,35.0,-8.325,1031.75,-22.2,0.0,NE,2.0,Nongzhanguan
10420,34157,2017,1,22,4,15.0,25.0,12.0,46.0,700.0,25.0,-8.45,1031.0,-21.7,0.0,NE,2.1,Nongzhanguan
10421,34158,2017,1,22,5,14.0,25.0,14.0,39.0,700.0,29.0,-7.6,1031.0,-21.8,0.0,NE,1.8,Nongzhanguan
10422,34159,2017,1,22,6,11.0,23.0,11.0,50.0,700.0,19.0,-7.95,1031.5,-21.4,0.0,NE,1.7,Nongzhanguan
10423,34160,2017,1,22,7,13.0,26.0,15.0,59.0,800.0,13.0,-8.25,1032.0,-20.8,0.0,NE,2.3,Nongzhanguan
10424,34161,2017,1,22,8,15.0,24.0,10.0,61.0,700.0,68.0,-7.825,1032.75,-20.6,0.0,NE,1.6,Nongzhanguan
10425,34162,2017,1,22,9,13.0,13.0,9.0,39.0,600.0,31.0,-7.3,1033.0,-20.4,0.0,NE,2.7,Nongzhanguan
10426,34163,2017,1,22,10,17.0,17.0,12.0,31.0,700.0,41.0,-5.975,1033.0,-21.2,0.0,NE,2.3,Nongzhanguan
10427,34164,2017,1,22,11,17.0,17.0,10.0,29.0,700.0,46.0,-4.775,1033.0,-21.4,0.0,NW,1.2,Nongzhanguan
10428,34165,2017,1,22,12,12.0,12.0,8.0,26.0,600.0,51.0,-3.525,1032.75,-21.1,0.0,NW,1.9,Nongzhanguan
10429,34166,2017,1,22,13,18.0,18.0,7.0,30.0,600.0,50.0,-2.125,1031.5,-20.4,0.0,SW,1.3,Nongzhanguan
10430,34167,2017,1,22,14,20.0,25.0,8.0,39.0,700.0,45.0,-0.66,1030.4,-20.0,0.0,SE,1.2,Nongzhanguan
10431,34168,2017,1,22,15,26.0,32.0,9.0,53.0,800.0,34.0,0.0333333333333333,1029.33333333333,-20.1,0.0,SE,1.8,Nongzhanguan
10432,34169,2017,1,22,16,28.0,55.0,11.0,55.0,800.0,35.0,0.175,1029.0,-20.6,0.0,SW,2.0,Nongzhanguan
10433,34170,2017,1,22,17,50.0,81.0,14.0,50.0,800.0,42.0,-0.075,1029.0,-20.4,0.0,SW,1.7,Nongzhanguan
10434,34171,2017,1,22,18,64.0,98.0,16.0,61.0,100.0,33.0,-0.925,1029.25,-19.6,0.0,SE,1.0,Nongzhanguan
10435,34172,2017,1,22,19,73.0,99.0,20.0,80.0,1200.0,13.0,-1.6,1030.0,-19.1,0.0,SE,2.4,Nongzhanguan
10436,34173,2017,1,22,20,58.0,81.0,24.0,84.0,1500.0,5.0,-2.82,1030.8,-19.3,0.0,NE,1.7,Nongzhanguan
10437,34174,2017,1,22,21,52.0,75.0,27.0,82.0,1500.0,5.0,-3.96666666666667,1031.0,-18.8,0.0,NE,1.3,Nongzhanguan
10438,34175,2017,1,22,22,56.0,65.0,32.0,80.0,1600.0,6.0,-5.325,1031.75,-18.2,0.0,NE,1.4,Nongzhanguan
10439,34176,2017,1,22,23,46.0,53.0,28.0,75.0,1300.0,7.0,-6.275,1032.0,-18.0,0.0,NE,0.9,Nongzhanguan
10440,34177,2017,1,23,0,34.0,37.0,21.0,68.0,1100.0,7.0,-7.275,1032.0,-17.7,0.0,NE,1.6,Nongzhanguan
10441,34178,2017,1,23,1,28.0,34.0,24.0,48.0,100.0,20.0,-6.975,1032.0,-17.7,0.0,NE,1.2,Nongzhanguan
10442,34179,2017,1,23,2,27.0,27.0,18.0,39.0,800.0,27.0,-7.475,1032.0,-17.8,0.0,NE,1.4,Nongzhanguan
10443,34180,2017,1,23,3,18.0,19.0,18.0,40.0,800.0,26.0,-7.9,1032.0,-18.1,0.0,NE,1.2,Nongzhanguan
10444,34181,2017,1,23,4,20.0,20.0,18.0,41.0,800.0,51.0,-9.2,1032.0,-18.1,0.0,NE,1.3,Nongzhanguan
10445,34182,2017,1,23,5,17.0,21.0,20.0,50.0,900.0,19.0,-9.575,1032.0,-18.3,0.0,NE,1.8,Nongzhanguan
10446,34183,2017,1,23,6,18.0,25.0,17.0,58.0,900.0,10.0,-8.925,1032.0,-18.3,0.0,NE,1.3,Nongzhanguan
10447,34184,2017,1,23,7,20.0,27.0,17.0,62.0,900.0,6.0,-8.95,1032.0,-18.4,0.0,NE,0.7,Nongzhanguan
10448,34185,2017,1,23,8,16.0,26.0,16.0,63.0,900.0,7.0,-9.35,1033.0,-18.1,0.0,NE,1.5,Nongzhanguan
10449,34186,2017,1,23,9,14.0,16.0,14.0,41.0,700.0,28.0,-7.775,1033.0,-17.5,0.0,NE,1.7,Nongzhanguan
10450,34187,2017,1,23,10,9.0,9.0,9.0,29.0,700.0,43.0,-5.725,1033.0,-18.7,0.0,NE,1.8,Nongzhanguan
10451,34188,2017,1,23,11,15.0,15.0,9.0,30.0,700.0,44.0,-4.18,1033.0,-19.1,0.0,NE,1.6,Nongzhanguan
10452,34189,2017,1,23,12,18.0,18.0,11.0,33.0,700.0,43.0,-2.86666666666667,1032.66666666667,-19.4,0.0,NE,1.9,Nongzhanguan
10453,34190,2017,1,23,13,19.0,19.0,9.0,24.0,600.0,55.0,-1.725,1031.5,-19.7,0.0,SE,2.0,Nongzhanguan
10454,34191,2017,1,23,14,26.0,29.0,12.0,31.0,600.0,54.0,-0.72,1030.2,-19.2,0.0,NW,1.1,Nongzhanguan
10455,34192,2017,1,23,15,30.0,42.0,13.0,37.0,700.0,52.0,-0.3,1029.66666666667,-19.0,0.0,NE,2.3,Nongzhanguan
10456,34193,2017,1,23,16,35.0,52.0,14.0,42.0,700.0,44.0,0.025,1029.0,-18.4,0.0,NE,0.8,Nongzhanguan
10457,34194,2017,1,23,17,42.0,68.0,15.0,47.0,800.0,39.0,-0.325,1029.0,-18.0,0.0,E,1.3,Nongzhanguan
10458,34195,2017,1,23,18,47.0,91.0,17.0,56.0,900.0,28.0,-1.5,1030.0,-17.7,0.0,NE,2.0,Nongzhanguan
10459,34196,2017,1,23,19,65.0,98.0,21.0,68.0,1200.0,16.0,-2.35,1030.5,-17.2,0.0,NE,1.4,Nongzhanguan
10460,34197,2017,1,23,20,76.0,114.0,26.0,80.0,1500.0,6.0,-3.2,1031.0,-16.3,0.0,NE,1.2,Nongzhanguan
10461,34198,2017,1,23,21,90.0,124.0,27.0,83.0,1900.0,4.0,-4.53333333333333,1031.0,-15.6,0.0,NE,1.1,Nongzhanguan
10462,34199,2017,1,23,22,109.0,137.0,30.0,85.0,2300.0,4.0,-5.325,1031.75,-15.4,0.0,NE,0.0,Nongzhanguan
10463,34200,2017,1,23,23,119.0,149.0,34.0,90.0,2600.0,55.0,-6.175,1032.0,-15.0,0.0,NE,0.8,Nongzhanguan
10464,34201,2017,1,24,0,135.0,168.0,42.0,89.0,3200.0,5.0,-6.96666666666667,1032.33333333333,-14.5,0.0,NE,0.8,Nongzhanguan
10465,34202,2017,1,24,1,150.0,169.0,60.0,88.0,3800.0,55.0,-7.825,1033.0,-14.7,0.0,NE,0.3,Nongzhanguan
10466,34203,2017,1,24,2,149.0,163.0,69.0,86.0,3500.0,6.0,-8.55,1033.0,-14.6,0.0,NE,1.2,Nongzhanguan
10467,34204,2017,1,24,3,145.0,145.0,86.0,86.0,4000.0,55.0,-8.6,1033.0,-14.2,0.0,NE,1.3,Nongzhanguan
10468,34205,2017,1,24,4,133.0,145.0,93.0,85.0,4100.0,9.0,-8.7,1033.0,-13.9,0.0,NE,1.2,Nongzhanguan
10469,34206,2017,1,24,5,154.0,174.0,99.0,85.0,4700.0,9.0,-9.7,1033.0,-14.1,0.0,NE,0.7,Nongzhanguan
10470,34207,2017,1,24,6,158.0,162.0,99.0,85.0,4800.0,8.0,-9.54,1033.0,-13.5,0.0,NE,1.4,Nongzhanguan
10471,34208,2017,1,24,7,115.0,115.0,72.0,71.0,3800.0,5.0,-8.4,1033.66666666667,-13.3,0.0,NE,1.2,Nongzhanguan
10472,34209,2017,1,24,8,66.0,66.0,50.0,62.0,2600.0,55.0,-8.475,1034.0,-13.9,0.0,NE,1.7,Nongzhanguan
10473,34210,2017,1,24,9,45.0,45.0,33.0,60.0,1800.0,3.0,-6.8,1034.75,-13.9,0.0,NE,1.7,Nongzhanguan
10474,34211,2017,1,24,10,34.0,34.0,23.0,53.0,1300.0,8.0,-4.5,1035.0,-13.6,0.0,NE,1.3,Nongzhanguan
10475,34212,2017,1,24,11,32.0,32.0,22.0,41.0,1100.0,23.0,-2.68,1035.0,-14.7,0.0,NE,1.2,Nongzhanguan
10476,34213,2017,1,24,12,52.0,52.0,27.0,43.0,1300.0,55.0,-0.933333333333333,1034.33333333333,-15.8,0.0,NE,1.5,Nongzhanguan
10477,34214,2017,1,24,13,64.0,64.0,27.0,49.0,1400.0,31.0,0.25,1033.5,-15.2,0.0,NE,1.6,Nongzhanguan
10478,34215,2017,1,24,14,69.0,70.0,26.0,61.0,1000.0,26.0,1.64,1032.2,-15.1,0.0,SE,0.9,Nongzhanguan
10479,34216,2017,1,24,15,81.0,96.0,26.0,72.0,1600.0,22.0,1.9,1032.0,-14.9,0.0,SE,2.2,Nongzhanguan
10480,34217,2017,1,24,16,97.0,120.0,34.0,78.0,1800.0,22.0,1.875,1031.5,-14.4,0.0,SW,2.0,Nongzhanguan
10481,34218,2017,1,24,17,120.0,137.0,39.0,86.0,2000.0,31.0,2.0,1031.0,-14.1,0.0,SW,1.3,Nongzhanguan
10482,34219,2017,1,24,18,129.0,139.0,39.0,92.0,2200.0,11.0,0.875,1031.0,-13.4,0.0,SW,1.0,Nongzhanguan
10483,34220,2017,1,24,19,130.0,139.0,40.0,93.0,2200.0,9.0,-0.15,1031.75,-13.1,0.0,SW,0.9,Nongzhanguan
10484,34221,2017,1,24,20,128.0,134.0,39.0,91.0,2300.0,31.0,-1.075,1032.0,-13.1,0.0,SW,1.0,Nongzhanguan
10485,34222,2017,1,24,21,125.0,125.0,39.0,87.0,2200.0,31.0,-1.35,1032.0,-13.1,0.0,SW,1.0,Nongzhanguan
10486,34223,2017,1,24,22,123.0,128.0,40.0,78.0,2100.0,31.0,-0.9,1032.0,-12.8,0.0,SW,0.7,Nongzhanguan
10487,34224,2017,1,24,23,131.0,143.0,44.0,87.0,2400.0,31.0,-1.65,1032.0,-12.5,0.0,SE,0.9,Nongzhanguan
10488,34225,2017,1,25,0,160.0,181.0,53.0,93.0,3800.0,5.0,-2.125,1031.5,-12.2,0.0,NE,0.8,Nongzhanguan
10489,34226,2017,1,25,1,173.0,187.0,59.0,91.0,3800.0,6.0,-3.35,1031.25,-11.8,0.0,NE,1.0,Nongzhanguan
10490,34227,2017,1,25,2,182.0,192.0,50.0,86.0,3700.0,5.0,-4.65,1031.0,-11.7,0.0,NE,1.6,Nongzhanguan
10491,34228,2017,1,25,3,198.0,198.0,52.0,88.0,4300.0,6.0,-5.325,1031.0,-11.3,0.0,NE,0.8,Nongzhanguan
10492,34229,2017,1,25,4,208.0,208.0,56.0,85.0,4700.0,31.0,-6.65,1030.5,-11.4,0.0,NE,0.0,Nongzhanguan
10493,34230,2017,1,25,5,232.0,238.0,75.0,84.0,5400.0,11.0,-7.225,1030.0,-11.1,0.0,NE,1.2,Nongzhanguan
10494,34231,2017,1,25,6,219.0,219.0,74.0,83.0,4600.0,10.0,-6.975,1030.0,-10.7,0.0,NE,1.3,Nongzhanguan
10495,34232,2017,1,25,7,190.0,190.0,65.0,80.0,400.0,9.0,-6.425,1030.0,-10.1,0.0,NE,1.3,Nongzhanguan
10496,34233,2017,1,25,8,160.0,160.0,60.0,80.0,3800.0,8.0,-6.1,1031.0,-10.3,0.0,NE,1.6,Nongzhanguan
10497,34234,2017,1,25,9,138.0,138.0,54.0,75.0,3500.0,31.0,-5.33333333333333,1030.66666666667,-10.6,0.0,NE,1.6,Nongzhanguan
10498,34235,2017,1,25,10,114.0,114.0,51.0,66.0,2900.0,10.0,-3.66666666666667,1030.5,-10.7,0.0,NE,1.7,Nongzhanguan
10499,34236,2017,1,25,11,114.0,114.0,45.0,66.0,2500.0,16.0,-1.625,1030.5,-12.3,0.0,NE,2.2,Nongzhanguan
10500,34237,2017,1,25,12,121.0,121.0,41.0,64.0,2400.0,22.0,-0.475,1029.25,-11.5,0.0,NE,1.9,Nongzhanguan
10501,34238,2017,1,25,13,135.0,135.0,42.0,59.0,2300.0,34.0,0.75,1028.5,-10.9,0.0,NE,0.6,Nongzhanguan
10502,34239,2017,1,25,14,46.0,68.0,12.0,51.0,900.0,38.0,1.9,1027.0,-10.4,0.0,SE,1.2,Nongzhanguan
10503,34240,2017,1,25,15,146.0,146.0,46.0,76.0,2400.0,35.0,2.75,1025.75,-9.5,0.0,SW,1.9,Nongzhanguan
10504,34241,2017,1,25,16,170.0,170.0,51.0,85.0,2500.0,28.0,2.66666666666667,1025.0,-9.2,0.0,SE,1.7,Nongzhanguan
10505,34242,2017,1,25,17,187.0,200.0,56.0,77.0,2700.0,33.0,2.1,1025.0,-8.8,0.0,SW,1.5,Nongzhanguan
10506,34243,2017,1,25,18,189.0,189.0,48.0,2.0,2600.0,23.0,0.675,1025.0,-8.8,0.0,SW,0.6,Nongzhanguan
10507,34244,2017,1,25,19,202.0,224.0,51.0,102.0,2800.0,43.0,-1.175,1025.0,-8.7,0.0,NE,0.0,Nongzhanguan
10508,34245,2017,1,25,20,222.0,222.0,3.0,108.0,900.0,3.0,-2.8,1025.0,-9.0,0.0,NE,0.0,Nongzhanguan
10509,34246,2017,1,25,21,232.0,232.0,43.0,106.0,3800.0,43.0,-3.8,1024.75,-8.9,0.0,NE,0.0,Nongzhanguan
10510,34247,2017,1,25,22,251.0,251.0,38.0,97.0,3700.0,43.0,-4.575,1024.5,-9.1,0.0,NE,0.0,Nongzhanguan
10511,34248,2017,1,25,23,268.0,268.0,36.0,96.0,4100.0,43.0,-4.825,1023.25,-8.7,0.0,NE,1.0,Nongzhanguan
10512,34249,2017,1,26,0,277.0,277.0,34.0,95.0,4200.0,43.0,-4.425,1022.75,-7.9,0.0,NE,1.5,Nongzhanguan
10513,34250,2017,1,26,1,282.0,292.0,35.0,95.0,4500.0,43.0,-3.95,1022.0,-7.3,0.0,NE,1.3,Nongzhanguan
